Loyalty#,누적가치,Customer Name,alert,Country,Province or State,City
296931.0,66946.7,Brande Schnabel,yes,United Kingdom,Greater London,London
301979.0,75878.98,Janey Robak,yes,United Kingdom,Hampshire,Southampton
314423.0,60556.19,Nora Noecker,yes,United Kingdom,Brighton and Hove,Eley Drive
316365.0,54393.56999999999,Fredric Chouteau,yes,United Kingdom,Oxfordshire,Oxford
324972.0,67437.68,Denice Velten,yes,United Kingdom,West Midlands,Birmingham
325747.0,65286.16,Cameron Palinski,yes,United Kingdom,Reading,Mayfield Drive
343305.0,50327.43000000001,Calista Dahlman,yes,United Kingdom,Greater London,London
344272.0,61536.850000000006,Verlene Mcchristion,yes,United Kingdom,West Midlands,Birmingham
344474.0,89920.26,Yvone Kopelman,yes,United Kingdom,Hampshire,Southampton
348358.0,52562.46,Earlene Sorey,yes,United Kingdom,Greater London,London
351192.0,76730.22,Nicole Gatesman,yes,United Kingdom,Oxfordshire,Oxford
352050.0,61183.22,Caitlin Creggett,yes,United Kingdom,Reading,Mayfield Drive
356824.0,78264.35,Maybell Raneses,yes,United Kingdom,Oxfordshire,Oxford
358346.0,82206.48,Stacie Gillig,yes,United Kingdom,Buckinghamshire,Milton Keynes
361906.0,53791.8,Willette Mcthige,yes,United Kingdom,Greater London,London
361995.0,61850.19,Carlee Horvers,yes,United Kingdom,Brighton and Hove,Eley Drive
368351.0,52707.48,Jarrett Baudoin,yes,United Kingdom,Reading,Woodwaye
377256.0,61183.22,Carlena Dummermuth,yes,United Kingdom,West Midlands,Birmingham
385776.0,59893.2,Emanuel Gentis,yes,United Kingdom,West Midlands,Birmingham
387934.0,50187.14,Monte Levien,yes,United Kingdom,Nottinghamshire,Nottingham
395273.0,82286.18,Dale Holverson,yes,United Kingdom,Bristol,Lower Cheltenham Place
396158.0,64139.76,Karoline Birnberg,yes,United Kingdom,Greater London,London
401206.0,51018.0,Towanda Ellout,yes,United Kingdom,Buckinghamshire,Milton Keynes
401413.0,116333.1,Francesca Megan,yes,United Kingdom,Greater London,London
405574.0,56902.05,Devin Grenier,yes,United Kingdom,Nottinghamshire,Nottingham
409862.0,67746.36,Shirlee Storck,yes,United Kingdom,Greater London,London
409991.0,57427.67,Pasquale Dube,yes,United Kingdom,Greater London,London
410638.0,65227.38,Elnora Corliss,yes,United Kingdom,Brighton and Hove,Maldon Road
415731.0,58306.89,Joslyn Baray,yes,United Kingdom,Brighton and Hove,Bear Road
417777.0,50506.2,Brenda Zagorac,yes,United Kingdom,Bristol,The Crescent
423732.0,73225.96,Mana Yorkman,yes,United Kingdom,Reading,Ilkley Road
425170.0,62325.38,Cyndi Kaaua,yes,United Kingdom,Oxfordshire,Oxford
425631.0,58152.1,Trula Basone,yes,United Kingdom,West Midlands,Birmingham
434833.0,51800.4,Glenn Leps,yes,United Kingdom,Reading,Robindale Avenue
437413.0,76993.9,Tyesha Lorusso,yes,United Kingdom,Oxfordshire,Oxford
447193.0,53214.600000000006,Mee Zolla,yes,United Kingdom,West Midlands,Birmingham
451371.0,115337.58,Loni Slark,yes,United Kingdom,Greater London,London
453729.0,53686.24,Luis Rudnitski,yes,United Kingdom,Greater London,London
454112.0,66025.75,Michaele Sulikowski,yes,United Kingdom,Bristol,The Crescent
454237.0,59088.44,Yajaira Coody,yes,United Kingdom,Brighton and Hove,Franklin Street
454676.0,73225.96,Barrett Mcmannus,yes,United Kingdom,West Midlands,Birmingham
460607.0,86434.44,Dana Hewell,yes,United Kingdom,Bristol,The Crescent
464907.0,72115.08,Alice Briere,yes,United Kingdom,Greater London,London
473255.0,94232.79,Joella Rajaniemi,yes,United Kingdom,Greater London,London
487378.0,52811.49,Kyle Pedelty,yes,United Kingdom,Brighton and Hove,Mafeking Road
487572.0,64771.31999999999,Harry Zampedri,yes,United Kingdom,Brighton and Hove,Mafeking Road
496825.0,109410.9,Marlin Dobberstein,yes,United Kingdom,Greater London,London
498011.0,96713.92,Curt Lorge,yes,United Kingdom,Greater London,London
501164.0,78066.16,Rosa Handing,yes,United Kingdom,Greater London,London
509594.0,52261.71,Ena Gottleber,yes,United Kingdom,Bristol,Lower Cheltenham Place
512919.0,154076.11000000002,Jenniffer Iams,yes,United Kingdom,Oxfordshire,Oxford
512919.0,154076.11000000002,Jenniffer Iams,yes,United Kingdom,Brighton and Hove,Maldon Road
513600.0,69426.45000000001,Valencia Gramby,yes,United Kingdom,Brighton and Hove,Mafeking Road
514727.0,69862.0,Derrick Guarini,yes,United Kingdom,Greater London,London
516863.0,51661.82,Evan Chernoff,yes,United Kingdom,Oxfordshire,Oxford
521056.0,50929.64,Keren Stec,yes,United Kingdom,Brighton and Hove,Eley Drive
521214.0,85478.88,Daria Kuhnle,yes,United Kingdom,Brighton and Hove,Maldon Road
522721.0,96433.95,Jeanmarie Sossamon,yes,United Kingdom,West Midlands,Birmingham
530666.0,69671.55,Russell Stanzak,yes,United Kingdom,Reading,Ilkley Road
533187.0,51624.18000000001,Jacquiline Chambers,yes,United Kingdom,Buckinghamshire,Milton Keynes
541371.0,52394.82,Tammie Blackbum,yes,United Kingdom,West Midlands,Birmingham
547997.0,70890.09,Concetta Toda,yes,United Kingdom,Luton,Carlton Crescent
556232.0,71560.25,Deborah Vanproosdy,yes,United Kingdom,Brighton and Hove,Eley Drive
558324.0,52033.06,Virgie Jaworski,yes,United Kingdom,West Midlands,Birmingham
558841.0,69222.76,Charita Burdex,yes,United Kingdom,West Midlands,Birmingham
559666.0,51016.07,Faviola Tadeo,yes,United Kingdom,West Midlands,Birmingham
565334.0,102675.82,Clinton Katzen,yes,United Kingdom,Greater London,London
566459.0,53140.68,Eliz Valerie,yes,United Kingdom,West Midlands,Birmingham
568503.0,99839.31,Candice Bertschy,yes,United Kingdom,Greater London,London
573055.0,59585.86,Chadwick Vetterick,yes,United Kingdom,Greater London,London
576692.0,53368.97,Janina Smolinsky,yes,United Kingdom,Greater London,London
576692.0,53368.97,Janina Smolinsky,yes,United Kingdom,Reading,Mayfield Drive
576806.0,58146.67999999999,Hildegard Mezzenga,yes,United Kingdom,Brighton and Hove,Bear Road
579110.0,53879.02,Chelsie Seubert,yes,United Kingdom,Hampshire,Southampton
590484.0,71701.2,Rogelio Gossman,yes,United Kingdom,Greater London,London
591297.0,64949.54,Beatriz Feig,yes,United Kingdom,Buckinghamshire,Milton Keynes
592984.0,58594.66,Suk Knicely,yes,United Kingdom,Greater London,London
593924.0,70407.14,Vi Dibella,yes,United Kingdom,Brighton and Hove,Franklin Street
595009.0,127684.88999999998,Noma Kilman,yes,United Kingdom,Reading,Back Lane
596890.0,58166.55,Annabell Dereu,yes,United Kingdom,Oxfordshire,Oxford
602309.0,58934.28,Kaycee Cheatam,yes,United Kingdom,West Midlands,Birmingham
603123.0,77700.6,Odis Gutzler,yes,United Kingdom,West Midlands,Birmingham
603274.0,66946.7,Johnathan Bellhouse,yes,United Kingdom,Oxfordshire,Oxford
611804.0,66997.31999999999,Ranee Perrigan,yes,United Kingdom,Buckinghamshire,Milton Keynes
618479.0,94232.79,Sean Underkofler,yes,United Kingdom,Hampshire,Southampton
623662.0,63033.02,Shay Hladek,yes,United Kingdom,Greater London,London
629066.0,55129.48,Hailey Gronquist,yes,United Kingdom,Brighton and Hove,Eley Drive
629775.0,83369.06999999999,Corliss Sordia,yes,United Kingdom,West Midlands,Birmingham
629879.0,61403.16,Tama Coronado,yes,United Kingdom,Greater London,London
635996.0,60885.08,Ayana Balaban,yes,United Kingdom,Reading,Mayfield Drive
638781.0,62527.8,Lashon Mickens,yes,United Kingdom,Shropshire,Telford
641571.0,59511.93000000001,Erasmo Timko,yes,United Kingdom,Reading,Robindale Avenue
642199.0,69885.18000000001,Antoine Bellazer,yes,United Kingdom,Bristol,Lower Cheltenham Place
655262.0,70125.3,Sudie Permann,yes,United Kingdom,Greater London,London
661993.0,52692.18,Zelma Cruickshank,yes,United Kingdom,Oxfordshire,Oxford
663604.0,84925.94,Carmelia Arollo,yes,United Kingdom,West Midlands,Birmingham
663748.0,53635.31,Brady Zeltner,yes,United Kingdom,West Midlands,Birmingham
668196.0,61134.68,Diamond Cordova,yes,United Kingdom,Hampshire,Southampton
675326.0,52244.26,Kami Toper,yes,United Kingdom,Hampshire,Southampton
675442.0,56643.95,Ninfa Deforge,yes,United Kingdom,West Midlands,Birmingham
679521.0,71889.42,Guy Synan,yes,United Kingdom,Shropshire,Telford
683120.0,55579.38,Takako Storks,yes,United Kingdom,Bristol,The Crescent
704283.0,69504.42,Jonas Peatry,yes,United Kingdom,Hampshire,Southampton
717007.0,83670.18000000001,Tam Kachel,yes,United Kingdom,Reading,Back Lane
728911.0,50568.26,Starr Rantanen,yes,United Kingdom,Buckinghamshire,Milton Keynes
735579.0,55332.6,Danielle Gourdine,yes,United Kingdom,West Midlands,Birmingham
735675.0,57482.97,Helena Donato,yes,United Kingdom,Bristol,Lower Cheltenham Place
737533.0,83325.38,Liz Lyon,yes,United Kingdom,Reading,Mayfield Drive
741123.0,72115.08,Edward Renning,yes,United Kingdom,Oxfordshire,Oxford
750659.0,50929.64,Tamesha Winkle,yes,United Kingdom,Oxfordshire,Oxford
752696.0,57371.66,Vernita Stebner,yes,United Kingdom,Oxfordshire,Oxford
754254.0,50781.1,Noel Napoli,yes,United Kingdom,Greater London,London
756266.0,60316.47,Concepcion Kimmerle,yes,United Kingdom,Oxfordshire,Oxford
756266.0,60316.47,Concepcion Kimmerle,yes,United Kingdom,West Midlands,Birmingham
758695.0,55246.81,Maisie Carkhuff,yes,United Kingdom,Brighton and Hove,Maldon Road
766412.0,55277.45,Dulce Taney,yes,United Kingdom,West Midlands,Birmingham
769221.0,116414.26,Rina Marcy,yes,United Kingdom,Reading,Robindale Avenue
776187.0,86782.54000000001,Janina Lumb,yes,United Kingdom,Greater London,London
777464.0,137125.95,Elza Jeffords,yes,United Kingdom,Greater London,London
779309.0,51337.91,Maxine Locken,yes,United Kingdom,Brighton and Hove,Maldon Road
779549.0,83325.38,Isabelle Ficker,yes,United Kingdom,West Midlands,Birmingham
784385.0,66559.54,Avery Asevedo,yes,United Kingdom,Buckinghamshire,Milton Keynes
791387.0,52401.66,Katherin Gulston,yes,United Kingdom,Brighton and Hove,Eley Drive
795600.0,54886.94,Shana Buitrago,yes,United Kingdom,Brighton and Hove,Maldon Road
795849.0,76394.45999999999,Verdie Andrino,yes,United Kingdom,Buckinghamshire,Milton Keynes
795947.0,77421.18000000001,Jamey Niederhaus,yes,United Kingdom,Brighton and Hove,Mafeking Road
796089.0,50939.4,Claudine Rathgeb,yes,United Kingdom,Buckinghamshire,Milton Keynes
810767.0,57371.66,Monique Feneis,yes,United Kingdom,Greater London,London
810902.0,78730.6,Kathaleen Noeldner,yes,United Kingdom,West Midlands,Birmingham
814287.0,78660.09,Valeria Minshew,yes,United Kingdom,Greater London,London
834716.0,98320.82,Shea Hanks,yes,United Kingdom,Brighton and Hove,Eley Drive
839504.0,70476.73999999999,Margret Dwight,yes,United Kingdom,Brighton and Hove,Franklin Street
840932.0,120672.03,Shauna Buerkle,yes,United Kingdom,Greater London,London
841378.0,66946.7,Chase Mccrone,yes,United Kingdom,Reading,Ilkley Road
844941.0,73032.1,Joel Autaubo,yes,United Kingdom,Buckinghamshire,Milton Keynes
846718.0,74771.36,Dovie Flavell,yes,United Kingdom,Oxfordshire,Oxford
851277.0,83575.8,Jacinto Knicely,yes,United Kingdom,Greater London,London
851848.0,74487.26,Donella Peeden,yes,United Kingdom,Brighton and Hove,Eley Drive
852701.0,100420.05,Elke Holdy,yes,United Kingdom,Oxfordshire,Oxford
852914.0,68606.45,Justin Rohland,yes,United Kingdom,Greater London,London
859928.0,61893.45,Margie Pallante,yes,United Kingdom,West Midlands,Birmingham
866774.0,51199.81,Jade Hesselink,yes,United Kingdom,West Midlands,Birmingham
867300.0,104793.0,Chong Weinreich,yes,United Kingdom,Oxfordshire,Oxford
867911.0,64270.92,Martine Layman,yes,United Kingdom,Oxfordshire,Oxford
872062.0,66653.91,Elida Crapse,yes,United Kingdom,Greater London,London
873791.0,55608.64,Chase Resek,yes,United Kingdom,Greater London,London
876793.0,58099.42,Chadwick Saidi,yes,United Kingdom,Reading,Mayfield Drive
877871.0,61437.62,Cyril Lipphardt,yes,United Kingdom,Brighton and Hove,Eley Drive
881130.0,58594.66,Vasiliki Verduzco,yes,United Kingdom,Buckinghamshire,Milton Keynes
882633.0,53023.2,Roxie Uecker,yes,United Kingdom,Reading,Robindale Avenue
882975.0,58824.58,Delbert Simonett,yes,United Kingdom,Greater London,London
888976.0,51614.12,Reynalda Eglinton,yes,United Kingdom,Greater London,London
892250.0,67907.27,Tajuana Teskey,yes,United Kingdom,Buckinghamshire,Milton Keynes
899542.0,51614.12,Millicent Hassian,yes,United Kingdom,West Midlands,Birmingham
900451.0,80448.02,Brent Mcredmond,yes,United Kingdom,Oxfordshire,Oxford
902966.0,89627.44,Norah Servoss,yes,United Kingdom,Greater London,London
912968.0,81377.06,Katrice Wash,yes,United Kingdom,Greater London,London
922942.0,63869.24,Rusty Kniffin,yes,United Kingdom,Greater London,London
925796.0,148457.04,Marci Slessman,yes,United Kingdom,Greater London,London
932710.0,116663.7,Tyra Tovar,yes,United Kingdom,Hampshire,Southampton
934952.0,50502.28,Gisela Shauer,yes,United Kingdom,Hampshire,Southampton
936044.0,65375.06999999999,Lue Grove,yes,United Kingdom,Greater London,London
955138.0,91035.57,Augusta Buttaro,yes,United Kingdom,West Midlands,Birmingham
957949.0,50568.26,Terina Bohne,yes,United Kingdom,Greater London,London
959793.0,100163.81,Darrin Dierking,yes,United Kingdom,Reading,Mayfield Drive
962038.0,64042.8,Bryan Mccuaig,yes,United Kingdom,Buckinghamshire,Milton Keynes
972666.0,52399.06,Lieselotte Robson,yes,United Kingdom,Brighton and Hove,Eley Drive
972958.0,56656.94,Natividad Bystrom,yes,United Kingdom,Reading,Robindale Avenue
973035.0,52677.18,Maurice Sissel,yes,United Kingdom,West Midlands,Birmingham
976131.0,51280.48,Arnita Luczkowiak,yes,United Kingdom,West Midlands,Birmingham
978081.0,70784.04000000001,Angle Petras,yes,United Kingdom,Buckinghamshire,Milton Keynes
984436.0,56675.94,Mario Ladeau,yes,United Kingdom,Bristol,The Crescent
986764.0,76110.42,Johnie Zachery,yes,United Kingdom,Reading,Back Lane
996387.0,52795.84,Tamekia Berber,yes,United Kingdom,Greater London,London
996387.0,52795.84,Tamekia Berber,yes,United Kingdom,Brighton and Hove,Maldon Road
