Loyalty#,누적가치,Customer Name,alert,Country,Province or State,City
475009.0,55579.38,Rosalinda Mannick,yes,Canada,Quebec,Tremblant
486075.0,66946.7,Maryann Chiang,yes,Canada,Ontario,Toronto
487070.0,51800.4,Valery Gradle,yes,Canada,New Brunswick,Moncton
494515.0,55360.740000000005,Divina Goettsche,yes,Canada,British Columbia,Dawson Creek
495253.0,66025.75,Petra Rieu,yes,Canada,British Columbia,Whistler
497854.0,151704.78,Miss Isabella,yes,Canada,Ontario,Kingston
501131.0,106559.42,Michael Derenthal,yes,Canada,New Brunswick,Fredericton
504260.0,51510.56,Amos Berberich,yes,Canada,Alberta,Calgary
517739.0,74103.72,Marlena Romesburg,yes,Canada,Nova Scotia,Halifax
518677.0,76757.19,Josephine Drawhorn,yes,Canada,Ontario,Toronto
522677.0,57265.02,Curt Divan,yes,Canada,British Columbia,Vancouver
529331.0,98442.86,Shavonne Bakos,yes,Canada,Ontario,Toronto
530666.0,69671.55,Russell Stanzak,yes,Canada,Nova Scotia,Halifax
531290.0,50720.2,Alane Grether,yes,Canada,British Columbia,Vancouver
532419.0,76993.9,Jimmy Dellasciucca,yes,Canada,British Columbia,Dawson Creek
534452.0,64701.740000000005,Kum Hanses,yes,Canada,Quebec,Montreal
539505.0,78800.38,Mirna Hoblit,yes,Canada,British Columbia,Dawson Creek
540548.0,93610.44,Jong Henneman,yes,Canada,Ontario,Toronto
545534.0,72362.06,Maryln Dormer,yes,Canada,Quebec,Hull
546736.0,56972.14,Carmela Buffa,yes,Canada,British Columbia,Vancouver
546773.0,105622.98,Danyel Arquitt,yes,Canada,British Columbia,Vancouver
553956.0,68180.08,Jarred Solanki,yes,Canada,Quebec,Montreal
555576.0,52394.82,Charles Pekar,yes,Canada,British Columbia,West Vancouver
557880.0,96433.95,Donella Pradel,yes,Canada,Quebec,Quebec City
561722.0,55780.12,Valeri Pattum,yes,Canada,Quebec,Quebec City
566374.0,51016.07,Heriberto Teixeira,yes,Canada,New Brunswick,Moncton
572073.0,52361.62,Gary Sipriano,yes,Canada,Ontario,Toronto
572547.0,51614.12,Katherin Varriano,yes,Canada,British Columbia,West Vancouver
576692.0,53368.97,Janina Smolinsky,yes,Canada,Manitoba,Winnipeg
592003.0,73225.96,Cletus Chafe,yes,Canada,New Brunswick,Fredericton
592992.0,78264.23000000001,Jacinto Mcgranor,yes,Canada,Ontario,Trenton
598360.0,51697.66,Beula Schexnayder,yes,Canada,Manitoba,Winnipeg
600432.0,51180.880000000005,Norbert Mertes,yes,Canada,Quebec,Quebec City
602585.0,58465.38,Astrid Hoy,yes,Canada,Quebec,Hull
605184.0,60304.95,Nella Sabe,yes,Canada,Quebec,Montreal
605787.0,58801.35,Roy Joshlin,yes,Canada,Ontario,Trenton
609778.0,53686.24,Hilaria Manteca,yes,Canada,Ontario,Toronto
612144.0,64618.76,Vernita Cruff,yes,Canada,Saskatchewan,Regina
615131.0,55980.54,Daphine Honts,yes,Canada,Quebec,Montreal
615459.0,83325.38,Dannie Paplow,yes,Canada,Quebec,Montreal
617296.0,66559.54,Eric Serpa,yes,Canada,Saskatchewan,Regina
617489.0,56676.91,Gala Etulain,yes,Canada,Ontario,Thunder Bay
617489.0,56676.91,Gala Etulain,yes,Canada,Quebec,Montreal
618524.0,58753.88,Jen Titsworth,yes,Canada,Ontario,Toronto
620969.0,57482.97,Lucius Iacopino,yes,Canada,Ontario,Ottawa
622019.0,58594.66,Gala Crellin,yes,Canada,Saskatchewan,Regina
640285.0,71968.2,Philomena Moallankamp,yes,Canada,Quebec,Montreal
642031.0,51337.91,Somer Pawlowski,yes,Canada,British Columbia,Vancouver
642323.0,52811.49,Jessica Mckeller,yes,Canada,Ontario,Toronto
643300.0,86053.04,Susanna Kosanovic,yes,Canada,British Columbia,Victoria
644017.0,74223.32,Karissa Nordlie,yes,Canada,Ontario,Toronto
644265.0,57482.97,Janetta Meserve,yes,Canada,Ontario,Toronto
644865.0,57371.66,Cyndy Newall,yes,Canada,Ontario,Toronto
647956.0,61431.33,Latashia Aguilar,yes,Canada,British Columbia,Dawson Creek
648455.0,72115.08,Son Trotty,yes,Canada,Alberta,Edmonton
649194.0,91301.94,Elliot Garity,yes,Canada,Ontario,Toronto
651097.0,106109.2,Macy Boldue,yes,Canada,Ontario,Kingston
651377.0,59946.84,Ranee Brackemyre,yes,Canada,Ontario,Ottawa
652627.0,166650.76,Ariane Peyton,yes,Canada,Manitoba,Winnipeg
661502.0,65286.16,Leonie Yusef,yes,Canada,Manitoba,Winnipeg
662272.0,64874.1,Nikole Holbert,yes,Canada,New Brunswick,Fredericton
667275.0,71932.46,Dalila Laurenitis,yes,Canada,British Columbia,Victoria
670002.0,59511.93000000001,Taina Wendolski,yes,Canada,Quebec,Tremblant
670666.0,83575.8,Darcey Caldarone,yes,Canada,Ontario,Kingston
671803.0,88936.04,Dennis Bedre,yes,Canada,British Columbia,Victoria
672917.0,58166.55,Tam Whyte,yes,Canada,Ontario,Toronto
674327.0,54195.81,Melba Kucharski,yes,Canada,British Columbia,West Vancouver
675419.0,78800.38,Tuyet Wackenheim,yes,Canada,Ontario,Toronto
675442.0,56643.95,Ninfa Deforge,yes,Canada,Ontario,Thunder Bay
678205.0,58550.73,Genna Podwoski,yes,Canada,Ontario,London
678205.0,58550.73,Genna Podwoski,yes,Canada,New Brunswick,Moncton
678205.0,58550.73,Genna Podwoski,yes,Canada,Quebec,Hull
680886.0,67907.27,Jamee Ahlm,yes,Canada,Saskatchewan,Regina
688132.0,66946.7,Angelique Truocchio,yes,Canada,British Columbia,Vancouver
699751.0,62144.81999999999,Andre Nannie,yes,Canada,Ontario,Toronto
700474.0,83710.34,Tracee Vorwald,yes,Canada,New Brunswick,Fredericton
704149.0,51610.54,Mora Arenos,yes,Canada,Quebec,Montreal
709724.0,59179.88,Nevada Hannaway,yes,Canada,Ontario,Trenton
710029.0,91417.3,Melda Schade,yes,Canada,Ontario,Toronto
711680.0,52827.1,Echo Seyal,yes,Canada,Ontario,Toronto
717229.0,55875.5,Jerome Pollutro,yes,Canada,British Columbia,Vancouver
718491.0,54558.68,Jae Hysell,yes,Canada,Quebec,Montreal
733467.0,75280.70999999999,Johnie Milkent,yes,Canada,Ontario,Thunder Bay
737604.0,66946.7,Kathryne Sabb,yes,Canada,Quebec,Montreal
739352.0,56694.990000000005,Audrey Almos,yes,Canada,New Brunswick,Moncton
739781.0,58074.96,Cassaundra Bernardo,yes,Canada,Quebec,Hull
744181.0,107952.3,Malcolm Moyerman,yes,Canada,British Columbia,Victoria
746031.0,94311.26,Owen Nowicki,yes,Canada,Ontario,Trenton
747578.0,51171.46,Gina Latourette,yes,Canada,Alberta,Calgary
749430.0,83575.8,Blair Heape,yes,Canada,Manitoba,Winnipeg
755073.0,72586.3,Alex Ziter,yes,Canada,Manitoba,Winnipeg
755977.0,58857.04,Dwana Ferran,yes,Canada,Ontario,Toronto
758695.0,55246.81,Maisie Carkhuff,yes,Canada,Ontario,Ottawa
759551.0,106320.42,Danille Watton,yes,Canada,British Columbia,Vancouver
761305.0,53371.23,Lily Beas,yes,Canada,Quebec,Montreal
767366.0,73225.96,Alana Sullinger,yes,Canada,Quebec,Montreal
776187.0,86782.54000000001,Janina Lumb,yes,Canada,British Columbia,Vancouver
776443.0,70217.32,Mandie Hamblin,yes,Canada,Ontario,Toronto
776464.0,52925.52,Marcie Lindquist,yes,Canada,British Columbia,Vancouver
781219.0,188964.84,Elenore Restifo,yes,Canada,Alberta,Edmonton
784597.0,64196.64,Matha Nakasone,yes,Canada,Quebec,Quebec City
795446.0,70888.62,Sharyn Vecchio,yes,Canada,British Columbia,Whistler
798279.0,69862.0,Jody Seamen,yes,Canada,Ontario,Toronto
798533.0,70648.82,Reginia Spieler,yes,Canada,British Columbia,Vancouver
798869.0,55277.45,Andrew Mosz,yes,Canada,New Brunswick,Fredericton
801738.0,115041.0,Sherrie Deitsch,yes,Canada,Saskatchewan,Regina
805902.0,52999.71,Ned Kertz,yes,Canada,Ontario,Ottawa
808524.0,63284.2,Bessie Letourneaux,yes,Canada,Ontario,Toronto
809024.0,50067.4,Preston Dobb,yes,Canada,British Columbia,Vancouver
810668.0,52401.66,Rey Therriault,yes,Canada,British Columbia,Vancouver
813352.0,56786.66,Brett Eskuchen,yes,Canada,British Columbia,Dawson Creek
813620.0,53879.02,Chuck Gist,yes,Canada,Ontario,Ottawa
815796.0,51526.82,Golda Silverberg,yes,Canada,British Columbia,Vancouver
817288.0,54209.8,Janay Quitter,yes,Canada,Ontario,Toronto
817714.0,63606.62,Shawnee Oakleaf,yes,Canada,Quebec,Montreal
823567.0,70784.04000000001,Paulene Cuadra,yes,Canada,Nova Scotia,Halifax
823768.0,61850.19,Mandy Sammarco,yes,Canada,British Columbia,Vancouver
827215.0,67975.62,Alethia Michon,yes,Canada,Ontario,London
838263.0,67907.27,Delaine Sitaca,yes,Canada,Nova Scotia,Halifax
840659.0,62443.5,Lakisha Pritchell,yes,Canada,Alberta,Banff
841324.0,52394.82,James Steege,yes,Canada,New Brunswick,Fredericton
843378.0,59616.78,Gerardo Remkus,yes,Canada,Ontario,Thunder Bay
844145.0,74228.52,Tabitha Simonds,yes,Canada,Ontario,Toronto
846313.0,52907.88,Ben Sary,yes,Canada,Yukon,Whitehorse
846718.0,74771.36,Dovie Flavell,yes,Canada,Nova Scotia,Halifax
849510.0,121322.28,Chaya Respass,yes,Canada,Quebec,Montreal
856496.0,76993.9,Laverne Sero,yes,Canada,Ontario,Toronto
865429.0,58207.13,Spencer Boe,yes,Canada,Quebec,Tremblant
867289.0,72558.72,Carmina Durig,yes,Canada,Quebec,Montreal
868568.0,57399.78,Porsche Baynham,yes,Canada,British Columbia,Vancouver
869133.0,60371.61,Alda Spruit,yes,Canada,Ontario,Toronto
870120.0,55579.38,Mack Cappetta,yes,Canada,British Columbia,Whistler
873965.0,54782.83,Titus Evon,yes,Canada,Quebec,Montreal
900501.0,61134.68,Genevieve Sayyed,yes,Canada,Ontario,Sudbury
902966.0,89627.44,Norah Servoss,yes,Canada,Newfoundland,St. John's
905854.0,98883.45,Neil Casivant,yes,Canada,British Columbia,Kelowna
912633.0,189820.81,Aleisha Andrino,yes,Canada,British Columbia,Vancouver
912864.0,69222.76,Nobuko Mcenroe,yes,Canada,British Columbia,Victoria
919329.0,70610.25,Hai Rubalcava,yes,Canada,New Brunswick,Fredericton
923527.0,72362.06,Jaleesa Rossler,yes,Canada,British Columbia,Vancouver
924630.0,63640.670000000006,Jordan Brazington,yes,Canada,Alberta,Edmonton
925978.0,83789.88,Loriann Wentzlaff,yes,Canada,Nova Scotia,Halifax
928734.0,64139.76,Paul Mchaney,yes,Canada,Ontario,Kingston
936044.0,65375.06999999999,Lue Grove,yes,Canada,Saskatchewan,Regina
939238.0,53728.4,Marty Newmeyer,yes,Canada,Ontario,Toronto
939399.0,92578.08,Berry Leppink,yes,Canada,Ontario,Sudbury
945996.0,53527.66,Merry Hadfield,yes,Canada,Ontario,Kingston
950707.0,59056.23,Jae Schearer,yes,Canada,British Columbia,Vancouver
953693.0,52447.62,Domitila Mayeshiba,yes,Canada,Quebec,Montreal
954836.0,57022.06,Porter Prahm,yes,Canada,Quebec,Hull
955138.0,91035.57,Augusta Buttaro,yes,Canada,Nova Scotia,Halifax
959179.0,66946.7,Joelle Ridenour,yes,Canada,Alberta,Calgary
959793.0,100163.81,Darrin Dierking,yes,Canada,Ontario,Toronto
961331.0,60209.67,Coletta Memolo,yes,Canada,Saskatchewan,Regina
961961.0,52394.82,Hassie Nader,yes,Canada,Ontario,Kingston
961965.0,59660.78,Indira Spain,yes,Canada,New Brunswick,Moncton
962989.0,54617.01,Luvenia Saraceno,yes,Canada,Nova Scotia,Halifax
974875.0,103278.4,Merideth Bruckman,yes,Canada,Manitoba,Winnipeg
974875.0,103278.4,Merideth Bruckman,yes,Canada,Ontario,Toronto
977244.0,56675.94,Sharda Delcour,yes,Canada,Quebec,Montreal
987205.0,71725.98,Roman Younker,yes,Canada,Quebec,Montreal
