Loyalty#,누적가치,Customer Name,alert,Country,Province or State,City
246732.0,70372.52,Vicki Pulaski,yes,Germany,Bayern,Munchen
247634.0,54664.53,Hannah Hardan,yes,Germany,Bayern,Munchen
251685.0,50025.28,Genaro Zerbel,yes,Germany,Niedersachsen,Hannover
261446.0,51800.4,Byron March,yes,Germany,Nordrhein-Westfalen,Dusseldorf
264237.0,127388.91,Lyman Dalessandro,yes,Germany,Hessen,Russelsheim
266886.0,66946.7,Katrina Seats,yes,Germany,Bremen,Bremen
267051.0,51614.12,Melany Rothacher,yes,Germany,Bayern,Munchen
268927.0,55056.62,Lakia Vahena,yes,Germany,Baden-Wurttemberg,Mannheim
271076.0,102852.5,Cody Seeber,yes,Germany,Nordrhein-Westfalen,Dusseldorf
272893.0,61232.49,Stasia Aharoni,yes,Germany,Nordrhein-Westfalen,Dusseldorf
282054.0,55891.78,Kori Thessing,yes,Germany,Hamburg,Hamburg
283542.0,109548.15,Hyacinth Hanneken,yes,Germany,Baden-Wurttemberg,Freiburg
284065.0,61818.44,Bobbie Shasky,yes,Germany,Baden-Wurttemberg,Leonberg
290315.0,66310.53,Chastity Casagranda,yes,Germany,Bayern,Nurnberg
292392.0,69631.38,Joellen Madan,yes,Germany,Sachsen-Anhalt,Magdeburg
296011.0,50859.240000000005,Altagracia Aguilera,yes,Germany,Baden-Wurttemberg,Leonberg
297723.0,52811.49,Takako Zitzelberger,yes,Germany,Hamburg,Hamburg
310701.0,64454.16,Melita Scarff,yes,Germany,Hessen,Frankfurt
312064.0,65249.98,Joycelyn Beltre,yes,Germany,Sachsen,Dresden
312064.0,65249.98,Joycelyn Beltre,yes,Germany,Hessen,Frankfurt
313356.0,69222.76,Gerald Rowell,yes,Germany,Nordrhein-Westfalen,Dusseldorf
318595.0,58764.02,Lashonda Briede,yes,Germany,Nordrhein-Westfalen,Bonn
325309.0,176261.63999999998,Ellena Woodcox,yes,Germany,Bremen,Bremen
329285.0,66903.58,Marietta Menist,yes,Germany,Hamburg,Hamburg
331506.0,56843.14,Korey Bombino,yes,Germany,Nordrhein-Westfalen,Krefeld
334478.0,132051.5,Nana Trider,yes,Germany,Mecklenburg-Vorpommern,Schwerin
343148.0,151704.78,Cathryn Antignani,yes,Germany,Saarland,Saarbrucken
345829.0,54841.62,Nola Bauce,yes,Germany,Bayern,Aachen
347784.0,90698.67,Jutta Brojakowski,yes,Germany,Niedersachsen,Hannover
348600.0,50481.67,Long Daudelin,yes,Germany,Hessen,Frankfurt
348713.0,51526.82,Milissa Nivens,yes,Germany,Bremen,Bremen
351192.0,76730.22,Nicole Gatesman,yes,Germany,Hessen,Frankfurt
355243.0,52447.62,Lani Deloney,yes,Germany,Hessen,Frankfurt
356824.0,78264.35,Maybell Raneses,yes,Germany,Niedersachsen,Hannover
360406.0,66946.7,Janelle Spivey,yes,Germany,Nordrhein-Westfalen,Bonn
376484.0,50417.29,Katina Kitz,yes,Germany,Sachsen,Dresden
378554.0,52907.88,Olen Livermon,yes,Germany,Rheinland-Pfalz,Mainz
382019.0,59865.78,Clay Hilbun,yes,Germany,Baden-Wurttemberg,Mannheim
383273.0,74321.95000000001,Sheryl Pettes,yes,Germany,Baden-Wurttemberg,Leonberg
389184.0,52256.12,Golden Sehl,yes,Germany,Bayern,Aachen
395324.0,51471.63,Cristin Wommack,yes,Germany,Hamburg,Hamburg
404645.0,93665.25,Tina Wasylow,yes,Germany,Bayern,Munchen
405574.0,56902.05,Devin Grenier,yes,Germany,Nordrhein-Westfalen,Dusseldorf
412734.0,60332.52,Aiko Smethers,yes,Germany,Nordrhein-Westfalen,Dusseldorf
412734.0,60332.52,Aiko Smethers,yes,Germany,Rheinland-Pfalz,Mainz
419545.0,127388.91,Mignon Almanza,yes,Germany,Hessen,Frankfurt
428274.0,62838.56999999999,Jeffie Yingst,yes,Germany,Sachsen-Anhalt,Magdeburg
429142.0,57759.09,Hildegarde Renaud,yes,Germany,Niedersachsen,Hannover
429818.0,50637.07000000001,Minna Herauf,yes,Germany,Sachsen,Dresden
435166.0,52447.62,Cristi Leggs,yes,Germany,Mecklenburg-Vorpommern,Solingen
441422.0,87112.44,Marylyn Worrel,yes,Germany,Hessen,Frankfurt
444092.0,52202.81,Dannette Cureton,yes,Germany,Sachsen-Anhalt,Magdeburg
445965.0,83575.8,Natasha Namihira,yes,Germany,Sachsen-Anhalt,Magdeburg
446033.0,55277.45,Samella Resek,yes,Germany,Nordrhein-Westfalen,Dusseldorf
446289.0,54990.84,Joanne Rogers,yes,Germany,Nordrhein-Westfalen,Dusseldorf
446478.0,51610.54,Merilyn Benson,yes,Germany,Hessen,Frankfurt
447835.0,51661.82,Valery Karty,yes,Germany,Nordrhein-Westfalen,Dortmund
454089.0,73892.12,Jamie Suomela,yes,Germany,Bremen,Bremen
464036.0,54765.64,Shemeka Paglio,yes,Germany,Bremen,Bremen
467263.0,121112.38,Brittaney Carriere,yes,Germany,Bayern,Nurnberg
467473.0,57022.06,Sherry Blatti,yes,Germany,Bayern,Nurnberg
468494.0,85306.92,Fawn Rowton,yes,Germany,Hessen,Frankfurt
470271.0,82666.01000000001,Elda Amas,yes,Germany,Bayern,Munchen
470271.0,82666.01000000001,Elda Amas,yes,Germany,Hessen,Frankfurt
470619.0,55552.58,Kirby Haggan,yes,Germany,Bayern,Munchen
472921.0,68595.41,Mario Mundschenk,yes,Germany,Hamburg,Hamburg
501131.0,106559.42,Michael Derenthal,yes,Germany,Baden-Wurttemberg,Leonberg
508135.0,83325.38,Chanda Ellerby,yes,Germany,Niedersachsen,Hannover
509517.0,58819.08,Vanessa Patrin,yes,Germany,Bremen,Bremen
512056.0,60015.79,Wyatt Kielty,yes,Germany,Baden-Wurttemberg,Mannheim
514175.0,64634.06,Toby Gehri,yes,Germany,Bayern,Munchen
515524.0,99864.48,Tynisha Starcic,yes,Germany,Bayern,Munchen
519121.0,74228.52,Carlita Dorset,yes,Germany,Berlin,Berlin
521214.0,85478.88,Daria Kuhnle,yes,Germany,Bayern,Landshut
522469.0,65554.6,Sherita Karpinsky,yes,Germany,Bayern,Aachen
523122.0,61491.92,Ming Satmary,yes,Germany,Bayern,Munchen
525052.0,90424.86,Zada Rackham,yes,Germany,Berlin,Berlin
526003.0,71333.43000000001,Daniella Fantauzzi,yes,Germany,Baden-Wurttemberg,Leonberg
528061.0,57713.100000000006,Shala Kint,yes,Germany,Sachsen,Dresden
534452.0,64701.740000000005,Kum Hanses,yes,Germany,Bayern,Landshut
547997.0,70890.09,Concetta Toda,yes,Germany,Hessen,Frankfurt
552475.0,51510.56,Dusty Buskirk,yes,Germany,Bayern,Munchen
552833.0,77492.73,Earlean Babonis,yes,Germany,Bayern,Munchen
556006.0,52785.72,Laurene Curto,yes,Germany,Nordrhein-Westfalen,Bonn
569523.0,56238.58,Nu Verhagen,yes,Germany,Baden-Wurttemberg,Mannheim
572267.0,50534.89,Mitsue Whiteis,yes,Germany,Hessen,Frankfurt
573268.0,70125.3,Latoyia Rauhecker,yes,Germany,Berlin,Berlin
574668.0,71333.43000000001,Evelina Tsinnie,yes,Germany,Hamburg,Hamburg
581817.0,78592.23,Therese Ramagano,yes,Germany,Nordrhein-Westfalen,Dusseldorf
582984.0,82983.48,Cinda Zaragosa,yes,Germany,Nordrhein-Westfalen,Krefeld
587834.0,52692.18,Coral Andruzzi,yes,Germany,Hessen,Frankfurt
589530.0,56210.44,Michael Homans,yes,Germany,Bayern,Munchen
598360.0,51697.66,Beula Schexnayder,yes,Germany,Sachsen,Dresden
600432.0,51180.880000000005,Norbert Mertes,yes,Germany,Mecklenburg-Vorpommern,Solingen
602780.0,50568.26,Sheri Nava,yes,Germany,Baden-Wurttemberg,Mannheim
605757.0,123700.38,Aaron Nardino,yes,Germany,Hamburg,Hamburg
609978.0,80190.18000000001,Dorian Sulentic,yes,Germany,Bremen,Bremen
609999.0,56196.600000000006,Jacquie Lasko,yes,Germany,Bayern,Munchen
630202.0,109410.9,Adell Willits,yes,Germany,Hessen,Frankfurt
637522.0,74228.52,Conchita Huckabaa,yes,Germany,Niedersachsen,Hannover
643532.0,60290.67,Ladawn Setler,yes,Germany,Baden-Wurttemberg,Mannheim
648932.0,64900.78,Blanche Andress,yes,Germany,Hessen,Frankfurt
651097.0,106109.2,Macy Boldue,yes,Germany,Berlin,Berlin
654068.0,63517.17,Devin Carratala,yes,Germany,Hessen,Frankfurt
667275.0,71932.46,Dalila Laurenitis,yes,Germany,Bayern,Munchen
667789.0,73795.6,Soo Gushiken,yes,Germany,Bayern,Landshut
668398.0,86038.02,Charla Smoak,yes,Germany,Sachsen-Anhalt,Magdeburg
668572.0,61491.92,Kyla Shauer,yes,Germany,Sachsen-Anhalt,Magdeburg
676279.0,52401.66,Jonnie Guagenti,yes,Germany,Bayern,Nurnberg
680280.0,54860.28,Shanna Debiasi,yes,Germany,Sachsen-Anhalt,Magdeburg
680614.0,58634.45,Luella Borum,yes,Germany,Hamburg,Hamburg
680614.0,58634.45,Luella Borum,yes,Germany,Nordrhein-Westfalen,Koln
695091.0,84985.41,Brian Haller,yes,Germany,Nordrhein-Westfalen,Dusseldorf
697459.0,80291.49,Jestine Esker,yes,Germany,Baden-Wurttemberg,Mannheim
698063.0,65922.3,Lorena Buttars,yes,Germany,Berlin,Berlin
699895.0,51614.12,Toni Cortwright,yes,Germany,Rheinland-Pfalz,Mainz
703585.0,89590.94,Angele Svare,yes,Germany,Bayern,Munchen
709087.0,63869.24,Margarita Talford,yes,Germany,Berlin,Berlin
719584.0,50720.2,Rea Kinghorn,yes,Germany,Nordrhein-Westfalen,Krefeld
720475.0,55579.38,Loyd Montesino,yes,Germany,Nordrhein-Westfalen,Dortmund
721613.0,63516.7,Jana Dusik,yes,Germany,Sachsen-Anhalt,Magdeburg
733725.0,54984.84,Stuart Veron,yes,Germany,Hessen,Russelsheim
743589.0,95762.31,Sheree Tabuena,yes,Germany,Hessen,Frankfurt
747442.0,74444.04,Boyd Phuong,yes,Germany,Berlin,Berlin
747442.0,74444.04,Boyd Phuong,yes,Germany,Nordrhein-Westfalen,Bochum
752647.0,62323.5,Leonardo Guereca,yes,Germany,Bayern,Munchen
776443.0,70217.32,Mandie Hamblin,yes,Germany,Niedersachsen,Hannover
779814.0,62821.86,Stephaine Berey,yes,Germany,Sachsen,Dresden
781219.0,188964.84,Elenore Restifo,yes,Germany,Hessen,Frankfurt
782261.0,52811.49,Charlie Vrias,yes,Germany,Bayern,Landshut
784323.0,83575.8,Lucilla Hadson,yes,Germany,Nordrhein-Westfalen,Bonn
784709.0,57349.71,Claude Rendell,yes,Germany,Berlin,Berlin
787802.0,70027.08,Fonda Klocke,yes,Germany,Hamburg,Hamburg
789079.0,64255.08,Russ Zuniga,yes,Germany,Hessen,Frankfurt
795378.0,64454.16,Omar Dugo,yes,Germany,Bayern,Munchen
795707.0,93610.44,Albert Gearn,yes,Germany,Berlin,Berlin
799553.0,64209.4,Dayna Dsouza,yes,Germany,Bayern,Munchen
801841.0,63369.36,Ollie Grecco,yes,Germany,Baden-Wurttemberg,Freiburg
809024.0,50067.4,Preston Dobb,yes,Germany,Mecklenburg-Vorpommern,Solingen
811677.0,72458.82,Lavina Caswell,yes,Germany,Baden-Wurttemberg,Leonberg
814489.0,55875.5,Ken Risto,yes,Germany,Nordrhein-Westfalen,Krefeld
816035.0,100420.05,Syble Benedix,yes,Germany,Bayern,Munchen
816962.0,67941.66,Enoch Burau,yes,Germany,Bayern,Landshut
818823.0,57599.9,Arthur Handsaker,yes,Germany,Hessen,Frankfurt
825467.0,71220.36,Bea Briggman,yes,Germany,Hamburg,Hamburg
829795.0,67907.27,Mozell Guzon,yes,Germany,Nordrhein-Westfalen,Dusseldorf
830937.0,53791.8,Nathalie Brunkhorst,yes,Germany,Bayern,Munchen
834716.0,98320.82,Shea Hanks,yes,Germany,Nordrhein-Westfalen,Bonn
839142.0,52466.61,Kam Dercole,yes,Germany,Nordrhein-Westfalen,Dusseldorf
839504.0,70476.73999999999,Margret Dwight,yes,Germany,Bremen,Bremen
845558.0,57648.12,Azucena Hasenfuss,yes,Germany,Hessen,Frankfurt
858613.0,78259.89,Logan Espiridion,yes,Germany,Nordrhein-Westfalen,Bonn
858613.0,78259.89,Logan Espiridion,yes,Germany,Berlin,Berlin
865220.0,63303.63,Kaleigh Mincey,yes,Germany,Bremen,Bremen
867863.0,70407.14,Stacey Loeblein,yes,Germany,Nordrhein-Westfalen,Krefeld
873791.0,55608.64,Chase Resek,yes,Germany,Hessen,Frankfurt
875450.0,50602.58,Anisha Neihart,yes,Germany,Mecklenburg-Vorpommern,Schwerin
875450.0,50602.58,Anisha Neihart,yes,Germany,Hessen,Frankfurt
880899.0,62469.78,Merlin Guler,yes,Germany,Baden-Wurttemberg,Mannheim
888982.0,116333.1,Danial Sima,yes,Germany,Sachsen-Anhalt,Magdeburg
895040.0,172561.5,Sarah Nakai,yes,Germany,Rheinland-Pfalz,Mainz
895661.0,55859.92,Kay Wayman,yes,Germany,Nordrhein-Westfalen,Dusseldorf
898307.0,63516.7,Marcy Quiros,yes,Germany,Bayern,Munchen
899720.0,61140.21,Kina Forbes,yes,Germany,Hessen,Frankfurt
906237.0,80471.94,Cleta Cardazone,yes,Germany,Hessen,Frankfurt
911113.0,64139.76,Annabelle Andina,yes,Germany,Rheinland-Pfalz,Mainz
916821.0,63477.9,Jeanna Pruzansky,yes,Germany,Hessen,Frankfurt
924630.0,63640.670000000006,Jordan Brazington,yes,Germany,Brandenburg,Potsdam
930100.0,84778.02,Herlinda Baswell,yes,Germany,Nordrhein-Westfalen,Dusseldorf
933978.0,53460.12,Blanche Rossotto,yes,Germany,Nordrhein-Westfalen,Koln
934952.0,50502.28,Gisela Shauer,yes,Germany,Nordrhein-Westfalen,Krefeld
935671.0,50929.64,Teodora Lammert,yes,Germany,Nordrhein-Westfalen,Dusseldorf
937211.0,63722.81999999999,Santa Cucinotta,yes,Germany,Hessen,Frankfurt
948241.0,98442.86,Kelley Sherbo,yes,Germany,Berlin,Berlin
951067.0,72558.72,Rae Duracher,yes,Germany,Nordrhein-Westfalen,Bonn
956143.0,52453.59,Laura Wendling,yes,Germany,Berlin,Berlin
961331.0,60209.67,Coletta Memolo,yes,Germany,Bremen,Bremen
967533.0,72560.64,Kortney Onnen,yes,Germany,Baden-Wurttemberg,Leonberg
969233.0,82694.22,Nichelle Rattliff,yes,Germany,Hamburg,Hamburg
975137.0,62012.87,Sabina Blews,yes,Germany,Bayern,Munchen
975545.0,64618.76,Celesta Compagna,yes,Germany,Rheinland-Pfalz,Mainz
976269.0,58536.0,Lowell Fringer,yes,Germany,Hessen,Frankfurt
977490.0,53650.2,Hailey Herek,yes,Germany,Berlin,Berlin
977490.0,53650.2,Hailey Herek,yes,Germany,Bremen,Bremen
986705.0,57022.06,Many Motamedi,yes,Germany,Hamburg,Hamburg
988201.0,57244.62,Brigida Charest,yes,Germany,Bayern,Aachen
990883.0,60556.19,Sharonda Pietrzykowski,yes,Germany,Hessen,Frankfurt
994108.0,50929.64,Ozella Gesinski,yes,Germany,Niedersachsen,Hannover
995304.0,105610.71,Arlean Staheli,yes,Germany,Bremen,Bremen
