Loyalty#,누적가치,Customer Name,alert
100980.0,2980.01,Tenesha Delph,no
100996.0,6366.23,Antone Oja,no
101006.0,5227.57,Janell Thadison,no
101018.0,4392.98,Victorina Jividen,no
101025.0,5094.52,Elvin Hamblin,no
101035.0,10043.38,Reid Vagle,no
101053.0,2470.12,Gisele Maclellan,no
101073.0,2395.57,Ladawn Gibby,no
101074.0,4737.87,Crista Burigsay,no
101092.0,20216.31,Zetta Schehl,no
101100.0,5256.92,Santa Bogany,no
101108.0,6731.05,Eldon Quinlisk,no
101117.0,7320.07,Jeffrey Braughton,no
101122.0,4887.79,Hwa Scalf,no
101148.0,4770.55,Francine Lovato,no
101160.0,2860.86,Alica Popadiuk,no
101168.0,2272.34,Cherlyn Presume,no
101175.0,5394.91,Delaine Every,no
101177.0,4799.62,Benny Mccrystal,no
101204.0,5544.91,Lakia Courtwright,no
101217.0,22855.61,Sumiko Bready,no
101229.0,9902.39,Victor Trasport,no
101242.0,2946.0,Ada Eurich,no
101276.0,2464.71,Sylvester Wimbs,no
101284.0,2764.49,Suzette Dumar,no
101289.0,12496.050000000001,Jose Lench,no
101305.0,21101.21,Isabel Wippert,no
101315.0,39453.98,Lessie Farnan,no
101347.0,7007.27,Anthony Droy,no
101350.0,35692.17,Victor Jennifer,no
101356.0,7482.64,Nereida Ackerley,no
101363.0,38695.770000000004,Karie Neumeier,no
101424.0,2637.94,Rubin Roudabush,no
101443.0,2722.21,Chanda Siderine,no
101446.0,29134.54,Esperanza Gaton,no
101457.0,2545.52,Tracee Daro,no
101487.0,14024.36,Hilaria Katzenbach,no
101515.0,15474.54,Shona Calk,no
101523.0,7139.72,Evette Herber,no
101531.0,7724.84,Jayna Drey,no
101540.0,5377.76,Carmen Lafontaine,no
101544.0,64839.92,Travis Hutching,yes
101547.0,11239.38,Gerardo Winkle,no
101567.0,10758.66,Gigi Gamino,no
101581.0,4595.46,Mikki Belvins,no
101594.0,5205.75,Jeana Lipitz,no
101595.0,10614.64,Treena Bookamer,no
101637.0,12244.9,Keva Yamanoha,no
101641.0,2822.73,Shenita Skorepa,no
101644.0,8382.63,Andrew Lackey,no
101653.0,4291.06,Madeline Suga,no
101662.0,6862.51,Augustine Lambertus,no
101663.0,5129.74,Gema Kufner,no
101664.0,9002.41,Monica Rosenwald,no
101667.0,4525.37,Cheyenne Unknow,no
101685.0,4791.08,Daniele Prasad,no
101698.0,25169.19,Keely Fernadez,no
101709.0,8396.61,Jaimee Clem,no
101710.0,2824.85,Gaye Caroselli,no
101725.0,3508.91,Shani Wiechec,no
101730.0,4376.36,Roosevelt Kovacich,no
101736.0,8632.78,Spencer Mccament,no
101738.0,4731.75,Samual Sukhram,no
101768.0,13916.93,Raymon Defosses,no
101769.0,19582.47,Roxanna Brege,no
101838.0,11630.1,Deandrea Wassenberg,no
101845.0,21616.14,Gladys Brach,no
101848.0,15613.95,Geraldo Brakeman,no
101855.0,7706.94,Neva Yafai,no
101856.0,2514.59,Maida Gold,no
101870.0,16973.74,Benny Linamen,no
101876.0,9899.06,Allyson Mcratt,no
101895.0,24543.2,Rosario Sloop,no
101896.0,14333.92,Matt Phoenix,no
101902.0,23483.66,Yi Nesti,no
101925.0,12941.73,Jacob Lagesse,no
101945.0,7935.01,Socorro Stcyr,no
101950.0,5244.4,Terry Fusselman,no
101958.0,5860.48,Chas Miesner,no
101962.0,7548.63,August Gandolfi,no
101968.0,23667.54,Latonya Kuhre,no
101972.0,2677.5,Emilee Swett,no
101988.0,4923.95,Lupe Bellace,no
101991.0,2227.07,Lennie Betters,no
101994.0,3979.39,Delmar Ereth,no
102028.0,5182.46,Fabian Noury,no
102031.0,2347.05,Eloy Glasson,no
102089.0,7507.46,Keven Anis,no
102100.0,4386.28,Chelsie Davids,no
102129.0,4974.8,Danelle Bergsjo,no
102137.0,16693.96,Ai Goud,no
102143.0,26197.41,Thanh Biskup,no
102145.0,6758.81,Jeane Roussin,no
102146.0,7613.71,Christinia Luquin,no
102152.0,6967.26,Elane Swarat,no
102160.0,6369.26,Fidelia Rogers,no
102162.0,5745.96,Melany Lamagna,no
102168.0,9446.09,Meda Zeiner,no
102184.0,4923.18,Verena Salberg,no
102190.0,5418.46,Mary Casteel,no
102203.0,2393.92,Alisa Janelle,no
102207.0,6960.92,Leah Opsahl,no
102212.0,16985.4,Kourtney Dupaty,no
102259.0,3945.24,Marisha Halmstead,no
102272.0,7179.23,Tawnya Inniss,no
102284.0,7416.47,Birgit Kiral,no
102292.0,3508.57,Alba Yacullo,no
102299.0,2089.34,Jeanice Huey,no
102303.0,5156.07,Hang Sicotte,no
102308.0,12866.89,Tania Ploss,no
102311.0,7507.46,Marcus Snaer,no
102315.0,7804.6,Lucienne Godino,no
102340.0,9472.97,Teodora Dicks,no
102354.0,14914.53,Jazmin Waln,no
102376.0,12765.78,Florrie Bartling,no
102380.0,5925.44,Callie Dumbleton,no
102381.0,3517.39,Karie Temoney,no
102388.0,4170.69,Rosenda Malawy,no
102396.0,10130.93,Laraine Spaeth,no
102412.0,14517.98,Magdalen Mcshane,no
102420.0,7144.98,Star Jansen,no
102464.0,5451.36,Sherryl Mamaclay,no
102470.0,2052.95,Maryalice Drath,no
102476.0,30141.62,Jeffrey Hafele,no
102515.0,4653.09,Roman Kuzyk,no
102549.0,14808.06,Rosaria Mussa,no
102550.0,13812.4,Christina Maidonado,no
102556.0,4878.83,Merle Coonce,no
102578.0,11720.96,Kathryn Mcjunkin,no
102609.0,5500.01,Shani Eskra,no
102615.0,7590.05,Erline Fellers,no
102625.0,13891.68,Myrtis Ronero,no
102633.0,4582.69,Issac Trizarry,no
102688.0,9005.74,Devon Madalinski,no
102690.0,13197.93,Cuc Bomia,no
102692.0,14418.82,Alec Jarett,no
102696.0,5021.69,Vasiliki Benzing,no
102710.0,23142.15,Cherly Mateer,no
102726.0,8044.87,Eli Woodford,no
102730.0,2453.57,Chance Sammer,no
102732.0,2771.05,Malissa Umin,no
102740.0,16922.13,Estell Chevas,no
102788.0,11124.21,Alla Armwood,no
102789.0,2585.96,Terry Peredz,no
102811.0,7426.46,Bess Novembre,no
102826.0,8197.71,Reina Richemond,no
102840.0,12570.3,Yolando Dahme,no
102849.0,4210.1,Wilhelmina Muhs,no
102851.0,19435.63,Derick Seiwell,no
102855.0,4236.3,Madelyn Dahlheimer,no
102877.0,2863.04,Delilah Berk,no
102909.0,2569.69,Gerald Hammerly,no
102918.0,7778.01,Rogelio Ahrends,no
102925.0,4358.55,Richard Swiney,no
102932.0,5968.12,Fay Prowse,no
102970.0,8382.63,Rosalba Ferster,no
102982.0,5235.57,Idalia Blair,no
102994.0,2615.91,Gwenda Deaton,no
103006.0,2570.16,Shad Kinkade,no
103043.0,6702.42,Denice Kosack,no
103052.0,2876.78,Augustina Cunis,no
103063.0,8060.16,Edythe Regino,no
103074.0,2734.44,Nicolas Barbu,no
103080.0,4079.13,Lanelle Bayard,no
103151.0,32613.69,Wanetta Rekus,no
103159.0,3527.85,Kathryne Kooser,no
103165.0,4867.38,Alanna Brenes,no
103175.0,3691.77,Babette Desamparo,no
103199.0,6462.22,Jesenia Checca,no
103217.0,6439.33,Jeane Umana,no
103229.0,13576.14,Shirlee Passantino,no
103255.0,23263.76,Hsiu Tuter,no
103256.0,16004.62,Adolph Morles,no
103262.0,11649.54,Moira Yerico,no
103266.0,11308.47,India Deitz,no
103304.0,2683.47,Dennis Salvato,no
103312.0,4553.81,Sammy Tricoche,no
103321.0,26197.41,Laurena Bengel,no
103331.0,3208.92,Brain Schamburek,no
103340.0,7577.07,Dominga Arrezola,no
103352.0,5555.49,Willy Cochis,no
103357.0,4812.53,Shan Devoid,no
103359.0,4502.87,Cierra Oriol,no
103362.0,18908.84,Matt Lazard,no
103383.0,13466.92,Sharan Gradillas,no
103389.0,13024.22,Annetta Streams,no
103428.0,4944.24,Woodrow Childres,no
103436.0,5015.01,Dannielle Carrano,no
103442.0,28622.31,Rosa Gerl,no
103461.0,5632.61,Marilu Companie,no
103468.0,22772.73,Mira Urion,no
103473.0,6618.02,Ryann Tavolacci,no
103490.0,30868.299999999996,Cecily Fabrizio,no
103492.0,2632.55,Monserrate Grunberg,no
103495.0,3915.8,Verena Plansinis,no
103497.0,10617.24,Savannah Honchell,no
103502.0,5161.7,Idell Chason,no
103510.0,4821.99,Aiko Deubler,no
103536.0,9202.64,Tangela Mentzel,no
103546.0,16161.9,Domingo Snellman,no
103560.0,9916.68,Francisco Pickette,no
103561.0,12880.75,Benita Vanepps,no
103582.0,8044.87,Darren Glawson,no
103585.0,28048.72,Charmaine Winson,no
103616.0,3619.06,Isadora Greenler,no
103629.0,11084.61,Abe Gholston,no
103633.0,13881.94,Georgeann Pirkey,no
103651.0,4685.5,Rufina Blackley,no
103658.0,12880.4,Bonita Tubb,no
103662.0,5310.91,Cindy Pizzulo,no
103673.0,7568.85,Harlan Coppa,no
103674.0,8010.97,Magali Ganey,no
103675.0,4381.88,Leslee Redfear,no
103683.0,2609.53,Kimberly Liaw,no
103699.0,11190.78,Ramiro Spalla,no
103731.0,12046.02,Magdalene Lavalle,no
103741.0,18708.06,Lizzette Blumenkrantz,no
103758.0,14727.51,Jacklyn Defrates,no
103763.0,12056.64,Rashida Guardipee,no
103769.0,5162.04,Mitsuko Mathiasen,no
103792.0,8272.49,Sean Beitzel,no
103809.0,10521.84,Rachael Lutgen,no
103823.0,9625.06,Kurtis Alumbaugh,no
103825.0,2869.3,Nieves Wallenbrock,no
103832.0,3350.24,Anne Hiscox,no
103842.0,17995.87,Gail Mikola,no
103860.0,3358.53,Lorean Lackett,no
103862.0,4878.83,Genevieve Moorhouse,no
103888.0,5455.04,Modesto Bonnlander,no
103899.0,4981.83,Jaye Salmons,no
103901.0,24980.23,Alton Sport,no
103916.0,15223.21,Chae Lawther,no
103969.0,31410.93,Robbyn Bonita,no
103970.0,8257.67,Dorla Mario,no
103975.0,2411.26,Chrystal Schwuchow,no
103985.0,2761.69,Grant Perloff,no
103998.0,7582.11,Arlette Valiquette,no
104012.0,11628.73,Francisco Ascol,no
104016.0,3554.85,Ivey Rattner,no
104023.0,18688.86,Malcom Valles,no
104041.0,4170.69,Rosenda Mitchell,no
104051.0,5431.21,Hanna Senavanh,no
104085.0,6446.92,Jillian Heimlicher,no
104098.0,16419.84,Mauro Disarufino,no
104103.0,16525.76,Alisha Arlen,no
104118.0,4477.45,Nannie Kockler,no
104137.0,9378.81,Loyce Trainor,no
104141.0,10353.75,Sharell Galster,no
104150.0,8288.16,Daisey Sammarco,no
104158.0,34708.87,Daniel Hoganson,no
104163.0,5556.28,Fredricka Mcdugle,no
104176.0,7959.44,Arianna Gillam,no
104180.0,7179.23,Georgianna Millea,no
104237.0,3677.78,Olympia Lannigan,no
104267.0,2701.04,Leighann Hausmann,no
104270.0,9856.0,Anissa Churches,no
104276.0,7126.47,Melodie Vancleve,no
104280.0,12052.98,France Ragusa,no
104287.0,3966.13,Anisa Keup,no
104292.0,19750.18,Shane Gurrola,no
104336.0,2227.07,Taunya Aksoy,no
104339.0,13363.52,Nathanael Ozga,no
104353.0,15777.89,Dan Enrriquez,no
104361.0,16703.53,Young Kapsos,no
104368.0,5444.79,Clarence Fils,no
104374.0,6476.0,Mayola Lechliter,no
104378.0,8432.52,Cordelia Delveechio,no
104402.0,6089.58,Marceline Damario,no
104407.0,17721.3,Sharlene City,no
104426.0,13745.05,Daron Bicking,no
104431.0,2822.59,Johnnie Mespelt,no
104436.0,2276.39,Paulina Helfin,no
104462.0,3211.07,Eleanore Neisius,no
104496.0,4384.85,Jutta Rendell,no
104514.0,7679.22,Gwenda Vacanti,no
104541.0,8621.0,Dewey Tapper,no
104559.0,28119.29,Brendan Feig,no
104577.0,5517.2,Marti Conliffe,no
104586.0,15545.16,Tracey Smuck,no
104604.0,11021.94,Carlene Poythress,no
104608.0,35227.3,Lilian Shular,no
104620.0,29091.24,Johanne Truglio,no
104624.0,5352.19,Dalton Shiffer,no
104668.0,5161.7,Dotty Hanohano,no
104673.0,14723.41,Timothy Bugay,no
104675.0,3235.36,Hyun Kosoff,no
104688.0,8002.31,Brook Wainright,no
104702.0,5187.8,Shondra Cabotaje,no
104717.0,5143.88,Lorita Bakkala,no
104732.0,13039.15,Bernadine Bosley,no
104739.0,10997.88,Petrina Chessman,no
104740.0,3351.21,Ernestina Guadagno,no
104747.0,12160.11,Murray Veltz,no
104751.0,5408.89,Xavier Neuhauser,no
104771.0,4601.63,Bobbie Wandrei,no
104787.0,2921.49,Lise Perez,no
104798.0,16922.13,Veda Birchett,no
104822.0,2730.2,Neely Kvamme,no
104841.0,3891.58,Darla Apperson,no
104849.0,2816.76,Kena Goodly,no
104853.0,7909.3,Bunny Schaffel,no
104865.0,12772.56,Edra Ziska,no
104885.0,8986.61,Napoleon Laughery,no
104927.0,8481.86,Cammie Roca,no
104944.0,10781.61,Jesse Schirrmacher,no
104960.0,2551.23,Rozanne Dinkins,no
104982.0,3312.32,Faustina Bussey,no
105030.0,5481.5,Wilfred Boruvka,no
105034.0,13932.28,Eugene Middlebrook,no
105042.0,17965.7,Felisha Batel,no
105055.0,6291.59,Preston Cusenza,no
105063.0,7251.33,Many Schlicher,no
105073.0,7562.82,Gregory Villante,no
105074.0,2799.75,Kathryne Axt,no
105082.0,5106.11,Evia Gillim,no
105095.0,8694.0,Sheena Gradford,no
105106.0,8717.56,Estell Nockels,no
105107.0,3651.69,Esmeralda Idrovo,no
105108.0,3515.46,Aurora Whelehan,no
105143.0,13994.02,Xochitl Capper,no
105145.0,4839.11,Tonisha Rowe,no
105151.0,8556.42,Albertha Yamaki,no
105158.0,8610.67,Effie Gallegly,no
105182.0,42871.76,Emmaline Stoel,no
105191.0,2231.79,Dolly Pazik,no
105193.0,26514.27,Carter Schlecter,no
105201.0,17747.06,Matthew Rearden,no
105204.0,2710.15,Maia Shepp,no
105214.0,5897.99,Olimpia Mcginister,no
105225.0,28182.38,Christene Wildermuth,no
105235.0,6930.63,Ardelia Babat,no
105244.0,9135.29,Cori Hunnings,no
105251.0,5074.25,Karisa Sturkey,no
105265.0,26575.050000000003,Ileen Xayavong,no
105308.0,2497.53,Dia Bew,no
105335.0,11611.95,Joellen Bizzle,no
105345.0,18440.02,Verlene Azapinto,no
105352.0,7846.54,Sara Gergely,no
105371.0,8868.82,Hettie Deischer,no
105377.0,2924.98,Zula Cheshier,no
105392.0,10958.01,Lavern Corney,no
105434.0,4920.77,Jayna Huy,no
105439.0,5255.58,Erik Emhoff,no
105441.0,9552.93,Lilli Umfleet,no
105473.0,36723.12,Laurene Rheome,no
105490.0,51016.07,Donetta Vanmarter,yes
105495.0,6863.12,Thomasina Valladao,no
105508.0,3683.47,Alita Amarante,no
105521.0,2388.35,Savannah Lanouette,no
105537.0,13599.92,Augustine Segawa,no
105552.0,8256.3,Bradly Korfhage,no
105557.0,5061.18,Randy Prodoehl,no
105568.0,5012.08,Evangeline Arlt,no
105573.0,26166.98,Mariko Stovall,no
105587.0,14202.78,Fiona Tassie,no
105621.0,9028.31,Tiara Saguil,no
105625.0,4236.81,Leif Stiel,no
105628.0,6624.61,Carter Padua,no
105651.0,7914.82,Drew Uriegas,no
105665.0,7542.71,Nova Zange,no
105669.0,2864.54,Milton Lawall,no
105677.0,23435.73,Noel Thiel,no
105688.0,5507.06,Melvin Kent,no
105699.0,4908.21,Maia Breck,no
105700.0,7944.97,Jolyn Terrano,no
105704.0,28432.0,Evelia Stechuchak,no
105712.0,8311.14,Kim Slinkard,no
105717.0,22758.91,Danial Luers,no
105789.0,2943.05,Blondell Born,no
105810.0,4191.06,Demarcus Eichhorn,no
105823.0,30324.14,Lashawna Sensel,no
105830.0,8509.85,Lue Tesauro,no
105834.0,2937.42,Damon Stivers,no
105835.0,9512.26,Ricki Scarset,no
105836.0,7564.61,Kaitlyn Sarchet,no
105841.0,17420.57,Lesia Batlle,no
105852.0,34815.09,Zachariah Litchfield,no
105856.0,5306.16,Jannet Hymas,no
105862.0,11793.13,Eddie Enstrom,no
105898.0,18015.63,Rosario Schwall,no
105921.0,12548.91,Laurine Rappley,no
105923.0,7899.22,Lane Prock,no
105932.0,3671.82,Lisandra Rorer,no
105933.0,20594.0,Lloyd Goltz,no
105948.0,25585.73,Delila Calowell,no
105954.0,2389.98,Johnnie Frosto,no
105990.0,3274.04,Hildegarde Rosada,no
105992.0,5905.97,Adam Pipkin,no
105993.0,9688.13,Soila Amyx,no
106001.0,17082.78,Maudie Hyland,no
106002.0,6687.76,Douglass Moehr,no
106009.0,2805.1,Marietta Wineinger,no
106020.0,11288.17,Etsuko Solarzano,no
106037.0,11281.52,Jesus Sapien,no
106038.0,7380.09,Kathline Mendosa,no
106041.0,5325.72,Eugene Raisler,no
106046.0,2658.22,Peter Michavd,no
106048.0,11315.2,Janeen Mackessy,no
106067.0,72519.01999999999,Jamar Christan,yes
106084.0,4724.79,Joey Pringle,no
106091.0,2695.35,Eura Jeska,no
106099.0,11533.97,Ehtel Galdamez,no
106101.0,7173.91,Hung Pung,no
106116.0,2298.38,Barabara Pratillo,no
106127.0,13877.74,Mahalia Reischl,no
106163.0,8558.93,Derrick Rossetto,no
106168.0,7553.94,Deja Aguire,no
106169.0,14884.71,Marlana Schuner,no
106171.0,6535.56,Hulda Chiasson,no
106176.0,12016.36,Kimberlie Massengill,no
106190.0,9114.28,Cher Chol,no
106199.0,9309.9,Leonardo Hiller,no
106218.0,16473.17,Shonna Yarzabal,no
106249.0,26618.68,Jamey Schrecker,no
106260.0,5793.16,Roxana Kannas,no
106263.0,9095.05,Contessa Kleppinger,no
106283.0,6767.81,Mirian Bullion,no
106289.0,5703.3,Kirstie Adelstein,no
106324.0,14984.32,Sophie Feinblatt,no
106325.0,9198.69,Wilburn Grill,no
106330.0,14353.18,Viola Gumm,no
106369.0,8260.64,Stacey Fuhriman,no
106397.0,7902.68,Val Chrislip,no
106420.0,5357.76,Collin Maltbie,no
106423.0,8427.84,Rickie Hornshaw,no
106427.0,6273.91,Luna Baxi,no
106437.0,9752.94,Geralyn Harlin,no
106444.0,16895.6,Jill Thomann,no
106445.0,7201.86,Kandice Igoe,no
106454.0,2631.88,Shonda Bratcher,no
106477.0,2487.26,Bryce Peel,no
106509.0,21389.75,Ardelia Whitehorse,no
106515.0,9095.05,Mireya Kumfer,no
106557.0,9359.96,Robt Razon,no
106576.0,7902.68,Dionne Grell,no
106589.0,11638.9,Maile Konruff,no
106592.0,32872.92,Willena Katzaman,no
106601.0,24091.34,Maryam Lansberry,no
106616.0,5121.38,Roxanne Cools,no
106623.0,21655.74,Selena Stautz,no
106637.0,7455.36,Elise Pitney,no
106663.0,15470.6,Katheleen Henwood,no
106664.0,2620.9,Raul Fenceroy,no
106689.0,2795.41,Buster Beltrame,no
106696.0,3129.11,Latarsha Carducci,no
106699.0,12741.85,Tijuana Lepore,no
106754.0,31864.86,Brad Moger,no
106757.0,42847.28,Kimberli Lothrop,no
106776.0,19357.8,Karly Runzler,no
106779.0,2491.32,Aimee Biggio,no
106801.0,10828.37,Farah Tieu,no
106804.0,7449.86,Despina Dukeman,no
106807.0,10970.13,Heriberto Isbill,no
106835.0,2300.69,Deanne Kinnier,no
106838.0,12809.25,Arnetta Hubbartt,no
106839.0,13022.94,Coralie Duffin,no
106878.0,6827.18,Amie Koenecke,no
106920.0,5340.81,Mark Hottes,no
106933.0,102270.12,Colleen Colman,yes
106936.0,57520.5,Sarah Spraque,yes
106939.0,14980.05,Luanna Fregoso,no
106946.0,15592.0,Nohemi Forno,no
106949.0,12349.7,Vinnie Risper,no
106960.0,5595.39,Donita Milham,no
106964.0,5568.95,Ira Stamison,no
106966.0,5981.38,Nelia Fassler,no
106978.0,3455.23,Denice Flaum,no
106979.0,14083.97,Lesli Klines,no
106980.0,6732.97,Francis Arundel,no
106988.0,32990.13,Nila Hamby,no
106997.0,3808.12,Micheline Meabon,no
107000.0,27443.47,Olivia Dillehay,no
107005.0,5380.9,Taina Boenisch,no
107011.0,10033.28,Shad Inabinett,no
107014.0,7920.11,Yuki Goodnoe,no
107033.0,6912.04,Princess Rubens,no
107037.0,17732.46,Sabine Balla,no
107042.0,22067.73,Julieann Ybanez,no
107053.0,18532.41,Fredda Bergevin,no
107064.0,4025.1,Caroline Maiers,no
107067.0,5137.35,Francie Protzman,no
107073.0,7712.44,Tonisha Brosch,no
107075.0,25619.489999999998,Kyle Borgeson,no
107092.0,2449.58,Breanne Paulik,no
107098.0,2927.73,Luis Fitzwater,no
107110.0,4476.81,Louvenia Sawyers,no
107119.0,17684.65,Tobi Perkins,no
107133.0,22261.02,Gregorio Wieloch,no
107141.0,14585.82,Kareem Aragones,no
107157.0,5560.28,Sarah Arrindel,no
107201.0,5470.06,Lisha Urban,no
107203.0,3044.79,Wilda Cruzen,no
107206.0,12027.48,Honey Clemens,no
107212.0,6842.58,Keneth Doto,no
107224.0,7602.66,Emelda Serapio,no
107240.0,8564.77,Gwyn Abaya,no
107247.0,2610.37,Genoveva Nampel,no
107267.0,6500.41,Arlyne Sunkel,no
107270.0,5625.31,Nilda Strawser,no
107291.0,5284.51,Gene Fillyaw,no
107296.0,35190.58,Norman Dimucci,no
107311.0,7865.18,Joetta Hergenrader,no
107329.0,5416.41,Evie Sillery,no
107358.0,5710.33,Jinny Stockfisch,no
107375.0,7243.87,Shonna Alim,no
107385.0,14310.94,Hermila Zilahi,no
107406.0,20090.44,Kirby Mckendree,no
107420.0,15771.39,Dell Hush,no
107438.0,2535.22,Lakia Shewmake,no
107461.0,2519.92,Lorie Middents,no
107466.0,8571.16,Vergie Inghem,no
107477.0,2674.73,Ryann Narciso,no
107483.0,23564.88,Byron Roca,no
107487.0,7805.31,Jeanette Swartzbeck,no
107491.0,2640.32,Michaele Hemmings,no
107503.0,16130.46,Manuela Mclemore,no
107514.0,5213.37,Gilberte Gerst,no
107519.0,10802.52,Nadia Wage,no
107520.0,2907.44,Verlie Perotti,no
107539.0,4591.63,Kristine Engelmeyer,no
107567.0,4270.03,Juan Yan,no
107571.0,7486.09,Nannette Stassi,no
107573.0,9824.75,Daren Koiner,no
107574.0,5498.94,Rolando Alderson,no
107593.0,6104.72,Carmel Moorer,no
107615.0,8044.51,Philip Hunke,no
107617.0,20096.89,Lia Munafo,no
107633.0,8247.95,Argelia Dabrowski,no
107639.0,4905.48,Warren Trites,no
107643.0,21595.260000000002,Belen Maurus,no
107649.0,11758.36,Nikia Mazzotta,no
107658.0,7334.33,Mireille Kegerries,no
107708.0,22185.88,Heidi Ejide,no
107719.0,2345.08,Launa Strachman,no
107727.0,5333.96,Pearle Kaku,no
107730.0,26511.6,Cristi Astor,no
107778.0,8621.0,Candelaria Mcbath,no
107780.0,2718.38,Britt Clevinger,no
107807.0,5418.46,Kenneth Amelung,no
107816.0,7452.94,Tomas Olejarski,no
107821.0,4883.34,Brice Benyo,no
107835.0,10487.67,Laurence Houseal,no
107839.0,6732.2,Gerard Puliafico,no
107845.0,10928.41,Tonja Poinson,no
107851.0,3337.59,Coleen Bergen,no
107854.0,13055.57,Elizebeth Neer,no
107861.0,5332.46,Eugene Farran,no
107868.0,8624.92,Larissa Wen,no
107902.0,4369.5,Erminia Stroker,no
107923.0,7343.64,Carrol Badame,no
107928.0,4228.73,Rosia Berrian,no
107965.0,5346.92,Lamonica Saller,no
107978.0,6622.05,Danna Hamborsky,no
107993.0,23740.12,Arnita Mills,no
108022.0,10057.16,Kimber Lukow,no
108042.0,7885.84,Edward Rons,no
108053.0,43846.24,Shameka Foss,no
108054.0,5206.11,Yvonne Munzer,no
108055.0,8693.63,Darcie Knuth,no
108085.0,10781.61,Ermelinda Reudink,no
108086.0,8343.75,Afton Deruyter,no
108107.0,7238.5,Floy Henkey,no
108114.0,12316.8,Jaime Slight,no
108116.0,27472.26,Meta Grabinger,no
108134.0,3919.37,Alonzo Brugger,no
108141.0,8945.69,Alvina Acklin,no
108147.0,4300.9,Kristofer Willms,no
108148.0,4492.23,Jerrie Coponen,no
108170.0,5479.56,Faith Mutolo,no
108187.0,9949.6,Daron Wellons,no
108262.0,6120.19,Edwina Shoats,no
108264.0,2515.41,Ha Shinney,no
108268.0,4708.2,Chrystal Zauner,no
108272.0,2685.74,Loura Clubb,no
108278.0,7770.299999999999,Jessika Homewood,no
108293.0,3359.29,Criselda Gari,no
108311.0,24714.24,Kylee Garity,no
108326.0,3185.17,Luella Piggs,no
108334.0,4835.57,Hannelore Heimark,no
108341.0,29577.28,Ngoc Brimfield,no
108346.0,9709.5,Dorthy Hinote,no
108360.0,7583.14,Tamala Thyng,no
108367.0,3528.04,Roberto Truscott,no
108377.0,13357.45,Alina Osterloh,no
108381.0,6578.26,Bridget Kley,no
108384.0,8737.84,Alice Morles,no
108430.0,30081.37,Rosamond Merrih,no
108440.0,7842.87,Pat Eberth,no
108441.0,6273.91,Whitney Alsman,no
